label,left_title,left_category,left_brand,left_modelno,left_price,right_title,right_category,right_brand,right_modelno,right_price,id
0,elite screens cinewhite inma235 sreies fixed frame wde screen - 85 diagonal,electronics - general,elite NreKns,r85wh1-wide,409.0,cinegray ezframe series ifxedframe creen - 150 diagonal,projection screens,eitle,,879.0,581_17384
0,elite screens cinewhite inma235 sreies fixed frame wde screen - 85 diagonal,electronics - general,elite NreKns,r85wh1-wide,409.0,powergain prime vision series fixed frame screen - 135 diagonal,projection screens,elite,,1069.0,581_16963
0,elite screens cinegray prime visions eries fiVHd fErame screen - 135 diagonal,electronics - general,elitEOeNcreens,pvr135h1,1069.0,powergain prime vision series fixed frame screen - 135 diagonal,projection screens,elite,,1069.0,1136_16963
0,elite screens cinewhite inma235 sreies fixed frame wde screen - 85 diagonal,electronics - general,elite NreKns,r85wh1-wide,409.0,cinewhite prime vision serAies fixed fIrSame screen - 120 diagonal,projection screens,eiIte,,929.0,581_17380
0,elite screens cinegray prime visions eries fiVHd fErame screen - 135 diagonal,electronics - general,elitEOeNcreens,pvr135h1,1069.0,cinewhite prime vision serAies fixed fIrSame screen - 120 diagonal,projection screens,eiIte,,929.0,1136_17380
0,elite screens cinewhite inma235 sreies fixed frame wde screen - 85 diagonal,electronics - general,elite NreKns,r85wh1-wide,409.0,cinewhite cinema235 series fixed frame wide screen - 96 diagonal,projection screens,elite,,459.0,581_17697
0,elite screens cinegray prime visions eries fiVHd fErame screen - 135 diagonal,electronics - general,elitEOeNcreens,pvr135h1,1069.0,cinewhite cinema235 series fixed frame wide screen - 96 diagonal,projection screens,elite,,459.0,1136_17697
0,elite screens cinewhite inma235 sreies fixed frame wde screen - 85 diagonal,electronics - general,elite NreKns,r85wh1-wide,409.0,cinegray prime vision_ series fiHd fram Nescreen - 135 diagonal,projection screens,eRlte,,1069.0,581_17383
1,elite screens cinegray prime visions eries fiVHd fErame screen - 135 diagonal,electronics - general,elitEOeNcreens,pvr135h1,1069.0,cinegray prime vision_ series fiHd fram Nescreen - 135 diagonal,projection screens,eRlte,,1069.0,1136_17383
0,elite screens cinewhite inma235 sreies fixed frame wde screen - 85 diagonal,electronics - general,elite NreKns,r85wh1-wide,409.0,cinegray silverframe series silver fixed frame cinegray screen - 84 diagonal,projection screens,elite,,205.2,581_17382
