label,left_title,left_manufacturer,left_price,right_title,right_manufacturer,right_price,id
0,microsoftvisio sOtandard 2007 version upgrade,icrZsoft,129.95,adobe cs3 Rdesign standard upgrade,,413.99,571_946
0,adobe premiere prOo cs3 upgrade,dboe,299.0,adobe cs3 Rdesign standard upgrade,,413.99,26_946
0,adobe indesign cs3 upgrade fMom pagemaker [ mac ],adEobe,199.0,adobe cs3 Rdesign standard upgrade,,413.99,1174_946
0,adobe creative suite Rs3 design standard [ mac ],adoEbe,1199.0,adobe cs3 Rdesign standard upgrade,,413.99,588_946
0,adobe creative suitecs3 design premium uApsell [ mac ],adboe,1599.0,adobe cs3 Rdesign standard upgrade,,413.99,139_946
0,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,adobe cs3 Rdesign standard upgrade,,413.99,518_946
0,adobe dreamweave cs3 upgrade,adbGoe,199.0,adobe cs3 Rdesign standard upgrade,,413.99,572_946
0,adobe aftreeffects cs3 upgrade,abde,299.0,adobe cs3 Rdesign standard upgrade,,413.99,592_946
0,adobe illustrator Ss3 upgrdae [ mac ],aRoFbe,199.0,adobe cs3 Rdesign standard upgrade,,413.99,923_946
0,adobe creative suite cs3 desUign premium upgrade [ mac ],aoe,599.0,adobe cs3 Rdesign standard upgrade,,413.99,516_946
0,adobe acrobat sLnadard 8.0,adobe,449.99,adobe cs3 Rdesign standard upgrade,,413.99,1251_946
0,adobe flash pro cs63 upgrade [m ac ],aWdbe,199.0,adobe cs3 Rdesign standard upgrade,,413.99,1262_946
0,adobe creatPive suite cs3 design standard upgrade,adboe,399.0,adobe cs3 Rdesign standard upgrade,,413.99,615_946
0,adobe creatives uite cs3 web standard upsell,adOobe,799.0,adobe cs3 Rdesign standard upgrade,,413.99,361_946
0,corel wordperfect office 12 HstaQndard upgrade,crel,149.99,adobe cs3 Rdesign standard upgrade,,413.99,506_946
0,adob ecreative suitec s3 design premium upsell,aQobe,1599.0,adobe cs3 Rdesign standard upgrade,,413.99,1322_946
0,state satndards grade 36,topics enetrtainment,29.95,adobe cs3 Rdesign standard upgrade,,413.99,298_946
0,adobe cs3 design prHemium macosx dvd,adJobe,599.0,adobe cs3 Rdesign standard upgrade,,413.99,1130_946
0,adobe photoshop cs3'upgrade [ mac ],aPobe,199.0,adobe cs3 Rdesign standard upgrade,,413.99,543_946
0,adobe creativ esuitec s3 web standard upgrade [ mac ],aoJbe,399.0,adobe cs3 Rdesign standard upgrade,,413.99,465_946
0,adobe creative suite c3s web Uremium upgrade [ mac ],aCobe,499.0,adobe cs3 Rdesign standard upgrade,,413.99,608_946
0,adobe after effects rofessional 6.5 upgrade from standard to professional,adoe,499.99,adobe cs3 Rdesign standard upgrade,,413.99,6_946
0,adobe illustrator cs 3upgrFde from freehand [ mac ],adUbe,199.0,adobe cs3 Rdesign standard upgrade,,413.99,216_946
0,statX standard sgrade 8,topics enterBtainment,29.95,adobe cs3 Rdesign standard upgrade,,413.99,328_946
1,microsoftvisio sOtandard 2007 version upgrade,icrZsoft,129.95,microsoft office visio standard 52007 upgrade ( pc ),,129.95,571_3027
0,microsoft office frontpage 2003 academic version windows ),microsoft,159.98,microsoft office visio standard 52007 upgrade ( pc ),,129.95,93_3027
0,microsoft office small business 2007 full version,microsoft,449.95,microsoft office visio standard 52007 upgrade ( pc ),,129.95,604_3027
0,microsoft powerpoint 0204 upgrade ( mac ),micrCosoft,109.99,microsoft office visio standard 52007 upgrade ( pc ),,129.95,371_3027
0,microsoft visual studio* professional 2005 upgrade,microsoQt software,549.0,microsoft office visio standard 52007 upgrade ( pc ),,129.95,490_3027
0,microsoft offce small business 2007,microsofOt software,735.33,microsoft office visio standard 52007 upgrade ( pc ),,129.95,271_3027
0,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,microsoft office visio standard 52007 upgrade ( pc ),,129.95,518_3027
0,microsoft pwerpoint 2004 ( mac ),mirosoft,229.99,microsoft office visio standard 52007 upgrade ( pc ),,129.95,225_3027
0,microsoft ofMice student and teacher edition 2004 macintosh,miXosoft,149.99,microsoft office visio standard 52007 upgrade ( pc ),,129.95,1177_3027
0,microsoft offRce 20074 standard ( mac ),mcrooft,399.99,microsoft office visio standard 52007 upgrade ( pc ),,129.95,1145_3027
0,microsoft visCo standard 2007,mNcErosoft,259.95,microsoft office visio standard 52007 upgrade ( pc ),,129.95,522_3027
0,microsoft office 2004 professiona l( mac ),microYJoft,499.99,microsoft office visio standard 52007 upgrade ( pc ),,129.95,606_3027
0,microsoWt Gonenote 2007,micoRsoft,99.95,microsoft office visio standard 52007 upgrade ( pc ),,129.95,541_3027
0,microsoft mQappoint 2006 standard edition,micRroYoft,299.0,microsoft office visio standard 52007 upgrade ( pc ),,129.95,146_3027
0,microsDoft exLcel 2004 ( mac ),micrsoft,229.99,microsoft office visio standard 52007 upgrade ( pc ),,129.95,781_3027
0,microsoft publisher 3007 version upgrade,micIrsoft,99.95,microsoft office visio standard 52007 upgrade ( pc ),,129.95,511_3027
0,corel wordperfect office 12 HstaQndard upgrade,crel,149.99,microsoft office visio standard 52007 upgrade ( pc ),,129.95,506_3027
0,microsoft/ outWlook 2007,micorsoft,109.95,microsoft office visio standard 52007 upgrade ( pc ),,129.95,547_3027
0,microsoftvisio sOtandard 2007 version upgrade,icrZsoft,129.95,f1q-00302 microsoft visual studio 2005 profesonal edition upgrade package + msdn profe,,757.74,571_137
0,microsoft crm profesOional cal 30 product upgrade license pack user cal,microPoft Moftware,9980.0,f1q-00302 microsoft visual studio 2005 profesonal edition upgrade package + msdn profe,,757.74,135_137
0,microsoft visual studio* professional 2005 upgrade,microsoQt software,549.0,f1q-00302 microsoft visual studio 2005 profesonal edition upgrade package + msdn profe,,757.74,490_137
0,microsoft office 2004 professiona l( mac ),microYJoft,499.99,f1q-00302 microsoft visual studio 2005 profesonal edition upgrade package + msdn profe,,757.74,606_137
0,microsoft visual studio est gent 2005 cd 1 processor license,microsoYft software,5099.0,f1q-00302 microsoft visual studio 2005 profesonal edition upgrade package + msdn profe,,757.74,393_137
0,microsoft visual studio team edition for Osoftware architect 2005 with msdn premium,micrsoft,5479.0,f1q-00302 microsoft visual studio 2005 profesonal edition upgrade package + msdn profe,,757.74,258_137
0,microsoft visual studio team edition for oftware testers 2005 w/msdn premium renewal,microsNfot software,2309.0,f1q-00302 microsoft visual studio 2005 profesonal edition upgrade package + msdn profe,,757.74,761_137
0,microsoft visual studio team suite 2005 with msdn premium ( cd & dvd ),microsoft,10949.0,f1q-00302 microsoft visual studio 2005 profesonal edition upgrade package + msdn profe,,757.74,816_137
0,microsoftvisio sOtandard 2007 version upgrade,icrZsoft,129.95,microsoft (r ) money 2004 standard,,29.99,571_3183
0,microsoft mappoint 2006 with gps,microsoft,349.0,microsoft (r ) money 2004 standard,,29.99,574_3183
0,microsoft powerpoint 0204 upgrade ( mac ),micrCosoft,109.99,microsoft (r ) money 2004 standard,,29.99,371_3183
0,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,microsoft (r ) money 2004 standard,,29.99,518_3183
