label,left_title,left_category,left_brand,left_modelno,left_price,right_title,right_category,right_brand,right_modelno,right_price,id
0,elite screens cinewhite cinema235 series fixed frame wide screen - 85 diagonal,electronics - general,elite screens,r85wh1-wide,409.0,cinegray ezframe series fixed]frame screen - 150 diagonal,projection screens,elLiOte,,879.0,581_17384
0,elite screens cinewhite cinema235 series fixed frame wide screen - 85 diagonal,electronics - general,elite screens,r85wh1-wide,409.0,powergain prime viZion series fixed frame screen - 135 diagonal,projection screens,eliYte,,1069.0,581_16963
0,elite screens cinegray prime vision series fixed= frame screen - 135 diagonal,electronics - general,elite scrHeEens,pvr135h1,1069.0,powergain prime viZion series fixed frame screen - 135 diagonal,projection screens,eliYte,,1069.0,1136_16963
0,elite screens cinewhite cinema235 series fixed frame wide screen - 85 diagonal,electronics - general,elite screens,r85wh1-wide,409.0,cinewhit prime visiGon series fixed frame screen - 120 diagonal,projection screens,GlBte,,929.0,581_17380
0,elite screens cinegray prime vision series fixed= frame screen - 135 diagonal,electronics - general,elite scrHeEens,pvr135h1,1069.0,cinewhit prime visiGon series fixed frame screen - 120 diagonal,projection screens,GlBte,,929.0,1136_17380
0,elite screens cinewhite cinema235 series fixed frame wide screen - 85 diagonal,electronics - general,elite screens,r85wh1-wide,409.0,cinewhite cinema235 series fixed frame wide srceen - 96 diagonal,projection screens,eilte,,459.0,581_17697
0,elite screens cinegray prime vision series fixed= frame screen - 135 diagonal,electronics - general,elite scrHeEens,pvr135h1,1069.0,cinewhite cinema235 series fixed frame wide srceen - 96 diagonal,projection screens,eilte,,459.0,1136_17697
0,elite screens cinewhite cinema235 series fixed frame wide screen - 85 diagonal,electronics - general,elite screens,r85wh1-wide,409.0,cinegray prime vision serie sfixed frame screen - 135 diagonal,projection screens,elite,,1069.0,581_17383
1,elite screens cinegray prime vision series fixed= frame screen - 135 diagonal,electronics - general,elite scrHeEens,pvr135h1,1069.0,cinegray prime vision serie sfixed frame screen - 135 diagonal,projection screens,elite,,1069.0,1136_17383
0,elite screens cinewhite cinema235 series fixed frame wide screen - 85 diagonal,electronics - general,elite screens,r85wh1-wide,409.0,cinegray silverfram series silver fixed frame cinegraQ screen - 84 diagonal,projection screens,eltie,,205.2,581_17382
0,elite screens cinegray prime vision series fixed= frame screen - 135 diagonal,electronics - general,elite scrHeEens,pvr135h1,1069.0,cinegray silverfram series silver fixed frame cinegraQ screen - 84 diagonal,projection screens,eltie,,205.2,1136_17382
0,elite screens cinewhite cinema235 series fixed frame wide screen - 85 diagonal,electronics - general,elite screens,r85wh1-wide,409.0,cinegray ezframe series fixed fraem csreen - 84 diagonal,projection screens,elHtie,,519.0,581_260
