label,left_title,left_manufacturer,left_price,right_title,right_manufacturer,right_price,id
0,microsoft visio standard 2007 version upgrade,microsoft,129.95,adobe cs3 design standard upgrade,,413.99,571_946
0,adobe premiere pro cs3 upgrade,adobe,299.0,adobe cs3 design standard upgrade,,413.99,26_946
0,adobe indesign cs3 upgrade from pagemaker [ mac ],adobe,199.0,adobe cs3 design standard upgrade,,413.99,1174_946
0,adobe creative suite cs3 design standard [ mac ],adobe,1199.0,adobe cs3 design standard upgrade,,413.99,588_946
0,adobe creative suite cs3 design premium upsell [ mac ],adobe,1599.0,adobe cs3 design standard upgrade,,413.99,139_946
0,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,adobe cs3 design standard upgrade,,413.99,518_946
0,adobe dreamweaver cs3 upgrade,adobe,199.0,adobe cs3 design standard upgrade,,413.99,572_946
0,adobe after effects cs3 upgrade,adobe,299.0,adobe cs3 design standard upgrade,,413.99,592_946
0,adobe illustrator cs3 upgrade [ mac ],adobe,199.0,adobe cs3 design standard upgrade,,413.99,923_946
0,adobe creative suite cs3 design premium upgrade [ mac ],adobe,599.0,adobe cs3 design standard upgrade,,413.99,516_946
0,adobe acrobat standard 8.0,adobe,449.99,adobe cs3 design standard upgrade,,413.99,1251_946
0,adobe flash pro cs3 upgrade [ mac ],adobe,199.0,adobe cs3 design standard upgrade,,413.99,1262_946
0,adobe creative suite cs3 design standard upgrade,adobe,399.0,adobe cs3 design standard upgrade,,413.99,615_946
0,adobe creative suite cs3 web standard upsell,adobe,799.0,adobe cs3 design standard upgrade,,413.99,361_946
0,corel wordperfect office 12 standard upgrade,corel,149.99,adobe cs3 design standard upgrade,,413.99,506_946
0,adobe creative suite cs3 design premium upsell,adobe,1599.0,adobe cs3 design standard upgrade,,413.99,1322_946
0,state standards grade 6,topics entertainment,29.95,adobe cs3 design standard upgrade,,413.99,298_946
0,adobe cs3 design premium macosx dvd,adobe,599.0,adobe cs3 design standard upgrade,,413.99,1130_946
0,adobe photoshop cs3 upgrade [ mac ],adobe,199.0,adobe cs3 design standard upgrade,,413.99,543_946
